Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
ND6DAC4A,journalArticle,2020,"Puliga, G; Manzini, R; Lazzarotti, V; Batistoni, P",Successfully managing SMEs collaborations with public research institutes: the case of ITER fusion projects,INNOVATION-ORGANIZATION & MANAGEMENT,,1447-9338,10.1080/14479338.2019.1685889,,"This work investigates the obstacles that arise in the collaboration between Public Research Institutes (PRIs) and Small and Medium Enterprises (SMEs), when they are involved in Big Science projects. PRIs are valuable scientific partners for industry and even more for SMEs. However, sometimes the collaboration with PRI is not as profitable as expected and the existing literature often focuses on university as scientific partners, without studing the peculiarities of PRIs. Specifically, the setting of our study is the collaboration between the Italian National Agency for New Technologies, Energy and Sustainable Economic Development (ENEA) and three SMEs, all involved in the ITER project (i.e., the main Big Science project in the field of nuclear fusion reaction). Thanks to an explorative multiple case study, our work enriches the evidence about the technology transfer practices by considering the entire process of collaboration (i.e., pre-transfer, development, post-transfer) and it suggests that the obstacles and the consequent solutions should be analysed according to the different phases of the process itself. Moreover, from a practical point of view, we illustrate how to shape some managerial levers in order to overcome the obstacles in the different phases of the collaboration process, for example adopting tools or practices such as roadmaps or exchange of personnel.",10/1/20,2/20/23 14:04,2/20/23 14:04,,353-376,,4,22,,,,,,,,,,English,,,,WOS:000497462700001,,,,,/Users/de51/Zotero/storage/8G5BJAIW/Puliga et al. - 2020 - Successfully managing SMEs collaborations with pub.pdf,,PERFORMANCE; Big Science; technology transfer; INDUSTRY; RESEARCH-AND-DEVELOPMENT; TECHNOLOGY-TRANSFER; SYSTEMS; UNIVERSITY; KNOWLEDGE; OPEN INNOVATION; RESEARCH ORGANIZATIONS; Research-industry collaboration; STRATEGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HA5UB4JS,journalArticle,2021,"Dezhina, IG",PICKING WINNERS IN MODERN RUSSIAN SCIENCE POLICY,VOPROSY GOSUDARSTVENNOGO I MUNITSIPALNOGO UPRAVLENIYA-PUBLIC ADMINISTRATION ISSUES,,1999-5431,,,"The article analyzes how the ""picking winners"" approach is implemented in the government science policy in Russia. ""Picking winners"" implies special support for selected groups (organizations or individuals). The significance of the research is determined by the need to identify those factors in the policy of ""picking winners"" that can lead to larger effects in the scientific field. We concentrate on three areas, where the policy is being applied: leading research universities, megascience facilities, and young scientists. The aim is to determine how the choice of goals and selection criteria for ""picking winners"" influence the results of this policy in terms of the development of science at universities, enhancement of scientific equipment, and improvement in scientific workforce composition. The hypothesis of the study is that the criteria used and the way policy goals are formulated may become an obstacle to achieving sound results in these areas. The research exploits empirical data and information related to the processes of policy implementation, as well as analyzes official regulatory documents that underline the decision-making. The study showed that the focus on ""picking winners"" does not ensure their sustainable development and does not provide larger effects for scientific potential. However, correction of initial goals for each of the three areas suggested in the article may potentially lead to better results of ""picking winners"" policy.",2021,2/20/23 14:04,2/20/23 14:04,,53-74,,3,,,,,,,,,,,Russian,,,,WOS:000701477500003,,,,,,,Russia; INNOVATION; RESEARCH-AND-DEVELOPMENT; government science policy; megascience facilities; picking winners; research universities; young scientists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LILMD5WF,journalArticle,1986,"SEIDEL, RW",A HOME FOR BIG SCIENCE - THE ATOMIC-ENERGY-COMMISSION LABORATORY SYSTEM,HISTORICAL STUDIES IN THE PHYSICAL AND BIOLOGICAL SCIENCES,,0890-9997,10.2307/27757560,,,1986,2/20/23 14:04,2/20/23 14:04,,135-175,,,16,,,,,,,,,,English,,,,WOS:A1986D058700005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENFX46H,book,2010,"Zimmerman, A; Nardi, BA",Two Approaches to Big Science: An Analysis of LTER and NEON,,978-0-7546-9717-6,,,,,2010,2/20/23 14:04,2/20/23 14:04,,,65,,,,,,COLLABORATION IN THE NEW LIFE SCIENCES,,,,,,English,,,,WOS:000351633600005,,,Pages: 84,,,,POLICY; NETWORK; ECOLOGY; REPRESENTATIONS,,"Parker, JN; Vermeulen, N; Penders, B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JV3MU5M4,journalArticle,1997,"Normile, D",Reform in Japan - War on debt puts big science under fire,SCIENCE,,0036-8075,10.1126/science.276.5313.670,,,5/2/97,2/20/23 14:04,2/20/23 14:04,,670-670,,5313,276,,,,,,,,,,English,,,,WOS:A1997WW90000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NETA7P69,book,2013,"Melosi, MV; Melosi, MV","Government Mobilizes the Atom War, Big Science, and the Manhattan Project",,978-1-315-50976-1,,,,,2013,2/20/23 14:04,2/20/23 14:04,,,28,,,,,,ATOMIC AGE AMERICA,,,,,,English,,,,WOS:000414205800004,,,Pages: 54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9VQVYVU6,journalArticle,1985,"KRIGE, J; PESTRE, D",A CRITIQUE OF IRVINE AND MARTIN METHODOLOGY FOR EVALUATING BIG SCIENCE,SOCIAL STUDIES OF SCIENCE,,0306-3127,10.1177/030631285015003006,,,1985,2/20/23 14:04,2/20/23 14:04,,525-539,,3,15,,,,,,,,,,English,,,,WOS:A1985AQQ2100006,,,,,/Users/de51/Zotero/storage/NBRVX6B2/KRIGE and PESTRE - 1985 - A CRITIQUE OF IRVINE AND MARTIN METHODOLOGY FOR EV.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95TZQ7U5,conferencePaper,2011,"Lin, DM; Liu, SB",Scientometrics for Coauthorship of Big Science - A case study of LHC,Dalian University of Technology,2175-1935,,,,,2011,2/20/23 14:04,2/20/23 14:04,,1016-1018,,,,,,,,,,,,,English,,,,WOS:000305337100123,,,,,,,NETWORK,,"Noyons, E; Ngulube, P; Leta, J",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PROCEEDINGS OF ISSI 2011: THE 13TH CONFERENCE OF THE INTERNATIONAL SOCIETY FOR SCIENTOMETRICS AND INFORMETRICS, VOLS 1 AND 2",,,,,,,,,,,,,,,
77NCGQC2,journalArticle,2020,"Clo, S; Florio, M","Science, innovation, and public services: editorial introduction",JOURNAL OF ECONOMIC POLICY REFORM,,1748-7870,10.1080/17487870.2019.1649149,,"The quality of public services is critically influenced by innovation and, ultimately, by advances in basic research, which however embeds the feature of a global public good. Two broad issues emerge. The first concerns the evaluation of the socio-economic impact of science. What are the benefits and spillovers that R&D investments, research infrastructures and big science can bring to society? The second concerns which type of institutions and policies are most suitable for supporting R&D activities. These topics discussed in this article represent the core of the special issue ""Innovation and Public Services: from the lab to enterprises and citizens""",1/2/20,2/20/23 14:04,2/20/23 14:04,,15-Jan,,1,23,,,,,,,,,,English,,,,WOS:000587879500001,,,,,"/Users/de51/Zotero/storage/9V9WVHBJ/Clo and Florio - 2020 - Science, innovation, and public services editoria.pdf",,Big science; RESEARCH-AND-DEVELOPMENT; BENEFITS; innovation policies; INSTRUMENTS; RETURNS; socio-economic impact of science; STATE-OWNED ENTERPRISES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II2ETSCQ,book,2007,"Bucchi, M; Mazzolini, RG","Big science, little news Science coverage in the Italian daily press, 1946-1997",,978-0-203-94231-4,,,,,2007,2/20/23 14:04,2/20/23 14:04,,,53,,,,,,"JOURNALISM, SCIENCE AND SOCIETY: SCIENCE COMMUNICATION BETWEEN NEWS AND PUBLIC RELATIONS",,,,,,English,,,,WOS:000278430600005,,,Pages: 70,,,,SCIENTISTS; TRENDS,,"Bauer, MW; Bucci, M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUIR3EXD,journalArticle,2007,"Shah, A; Pietrobon, R; Cook, C; Sheth, NP; Nguyen, L; Guo, L; Jacobs, DO; Kuo, PC","Little science, big science - Strategies for research portfolio selection in academic surgery departments",ANNALS OF SURGERY,,0003-4932,10.1097/SLA.0b013e3180f633f6,,"Objective: To evaluate National Institutes of Health (NIH) funding for academic surgery departments and to determine whether optimal portfolio strategies exist to maximize this funding. Summary Background Data: The NIH budget is expected to be relatively stable in the foreseeable future, with a modest 0.7% increase from 2005 to 2006. Funding for basic and clinical science research in surgery is also not expected to increase. Methods: NIH funding award data for US surgery departments from 2002 to 2004 was collected using publicly available data abstracted from the NIH Information for Management; Planning, Analysis, and Coordination (IMPAC) II database. Additional information was collected from the Computer Retrieval of Information on Scientific Projects (CRISP) database regarding research area (basic vs. clinical, animal vs. human, classification of clinical and basic sciences). The primary outcome measures were total NIH award amount, number of awards, and type of grant. Statistical analysis was based on binomial proportional tests and multiple linear regression models. Results: The smallest total NIH funding award in 2004 to an individual surgery department was a single $26,970 grant, whereas the largest was more than $35 million comprising 68 grants. From 2002 to 2004, one department experienced a 336% increase (greatest increase) in funding, whereas another experienced a 73% decrease (greatest decrease). No statistically significant differences were found between departments with decreasing or increasing funding and the subspecialty of basic science or clinical research funded Departments (n = 5) experiencing the most drastic decrease (total dollars) in funding had a significantly higher proportion of type K (P = 0.03) grants compared with departments (n = 5) with the largest increases in total funding; the latter group had a significantly increased proportion of type U grants (P = 0.01). A linear association between amount of decrease/increase was found with the average amount of funding per grant and per investigator (P < 0.01), suggesting that departments that increased their total funding relied on investigators with large amounts of funding per grant. Conclusions: Although incentives to junior investigators and clinicians with secondary participation in research are important, our findings suggest that the best strategy for increasing NIH funding for surgery departments is to invest in individuals with focused research commitments and established track records of garnering large and multiple research grants.",2007-12,2/20/23 14:04,2/20/23 14:04,,1110-1115,,6,246,,,,,,,,,,English,,,,WOS:000251638000030,,,,,,,NIH; ERA; AWARDS; CLINICAL-RESEARCH; ENVIRONMENT; RECENT TRENDS; SCIENTIST; US BUDGET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3T9BVLR9,journalArticle,2003,"Bucchi, M; Mazzolini, RG","Big science, little news: science coverage in the Italian daily press, 1946-1997",PUBLIC UNDERSTANDING OF SCIENCE,,0963-6625,10.1177/0963662503012001413,,"This article reports on a content analysis of science coverage by the leading Italian newspaper, Il Corriere della Sera, over a period of fifty years. Results show an expansion of such coverage over time, although it was increasingly ""institutionalized"" in new sections devoted to science and medicine. The typical science story can be described as dealing with biomedical issues, referring to a geographical context outside Italy, relying on uncontested scientific expertise and presenting the consequences of science activity in a positive fashion. However, deeper analysis suggests the presence of a marked dualism between two distinct journalistic genres: (1) ""science-popularization,"" which is characteristic of special sections, overwhelmingly dominated by biomedical topics, depicting science as straightforward, consensual, and bringing improvement to people's lives; and (2) ""science as news,"" dealing more frequently with other fields such as the physical sciences, paying closer attention to controversy and to the harmful consequences of scientific enterprise. A comparison with similar studies in other countries is also presented.",2003-01,2/20/23 14:04,2/20/23 14:04,,24-Jul,,1,12,,,,,,,,,,English,,,,WOS:000182611700003,,,,,"/Users/de51/Zotero/storage/I5AI6M4B/Bucchi and Mazzolini - 2003 - Big science, little news science coverage in the .pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B7ME5YY6,journalArticle,2014,"Child, J; Ihrig, M; Merali, Y",Organization as Information - a Space Odyssey,ORGANIZATION STUDIES,,0170-8406,10.1177/0170840613515472,,"This Vita Contemplativa has been written in recognition of Max Boisot, who died in 2011. It reflects on his work and its contributions to organization studies and beyond. Boisot created a knowledge-based lens for studying complex organizational phenomena. He argued that the ways in which agents process information have fundamental implications for our understanding of groups and organizations within the emerging knowledge society. He articulated this argument with a set of elegant conceptual frameworks that have been widely used by scholars and practitioners to address the dynamics of information, knowledge and learning and the organization of social and scientific activity. We provide an overview of Boisot's conceptual frameworks before reviewing the impact of his work in the organizational field, which included contemporary developments in China, the role of information in organizations, and more recently organizational complexity and the management of Big Science at CERN. Boisot's analysis opens up a number of avenues for further development, which are also discussed.",2014-06,2/20/23 14:04,2/20/23 14:04,,801-824,,6,35,,,,,,,,,,English,,,,WOS:000337957600001,,,,,/Users/de51/Zotero/storage/72ZHVYJK/Child et al. - 2014 - Organization as Information - a Space Odyssey.pdf,,knowledge; China; complexity; Big Science; NETWORK; DYNAMICS; SYSTEMS; KNOWLEDGE; BOUNDARY OBJECTS; COMPLEXITY; EXPLOITATION; EXPLORATION; FIEFS; I-Space; social learning; SPREAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LE9KNUK7,journalArticle,2015,"Binz-Scharf, MC; Kalish, Y; Paik, L",Making Science: New Generations of Collaborative Knowledge Production,AMERICAN BEHAVIORAL SCIENTIST,,0002-7642,10.1177/0002764214556805,,"Research scientists have become increasingly dependent on collaborations across laboratories and organizations to maintain their productivity. However, the increased specialization of individual laboratories works against the current drive toward understanding systems in the sciences. Consequently, there is a tension between the rising importance of collaborative efforts and the practical and structural challenges in establishing and managing such collaborations. Combining ethnographic case studies of three biology research labs with network data of their larger scientific community, we explore the changing process of scientific knowledge production in the age of Big Science. We find that virtual technologies open up the knowledge process as scientists have easier access to data, publications, and each other. At the same time, we find that these technologiesspecifically scientific databasesdo not eradicate the social aspects of scientific knowledge production as collaborative structures in science remain relatively unchanged. We discuss the implications for theory and practice of this seemingly contradictory character of scientific knowledge production.",2015-05,2/20/23 14:04,2/20/23 14:04,,531-547,,5,59,,,,,,,,,,English,,,,WOS:000352549400002,,,,,/Users/de51/Zotero/storage/DJP386L9/Binz-Scharf et al. - 2015 - Making Science New Generations of Collaborative K.pdf,,social network analysis; big science; ORGANIZATION; databases; ethnography; TEAMS; COORDINATION; NETWORKS; STRENGTH; virtual organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
